pos_index,shap_sum_abs,is_outlier
0,1.0775289065038538,False
1,1.536304949266968,False
2,1.1153130264881215,False
3,1.334616975449865,False
4,0.8204388836357868,False
5,1.4630782659805068,False
6,1.2148722544752186,False
7,1.2885894436342706,False
8,1.380945108500725,False
9,1.4442092972451557,False
10,0.8862464131804129,False
11,1.2271432385609304,False
12,1.4758909394251432,False
13,0.5941241081326597,False
14,0.853261296805198,False
15,1.3793361289423463,False
16,1.7233435683586784,False
17,0.9433985153274826,False
18,1.2243606169173828,False
19,1.27388792656907,False
20,0.6779557910680236,False
21,1.434313097154564,False
22,0.7154630068405572,False
23,1.2682163821379173,False
24,1.1065118469525086,False
25,1.027130158644116,False
26,0.7826389192632729,False
27,1.0371574835036304,False
28,1.083881752115373,False
29,0.9659413531260179,False
30,1.591472447005465,False
31,1.4871852873153486,False
32,1.0011116720371227,False
33,0.906554814294691,False
34,0.9620996674434732,False
35,1.2738238863812195,False
36,1.6623619239841358,False
37,1.2223137847771888,False
38,1.2627924483829611,False
39,0.8122998813732604,False
40,0.8502036357067652,False
41,0.9673193979273569,False
42,1.0373824722094112,False
43,1.2801140594848597,False
44,0.8180536183635129,False
45,0.8050913879719327,False
46,1.2762512306342142,False
47,1.1077026766838487,False
48,1.5211806621482462,False
49,1.1696156224080034,False
50,1.0911883566203158,False
51,1.0042243838149334,False
52,1.3077583622588074,False
53,0.9808313314209035,False
54,0.8834501237463976,False
55,1.3201810269401013,False
56,0.7246104113614626,False
57,0.8418626572059464,False
58,0.7131367403657899,False
59,1.4900274192442757,False
60,1.1078970249960498,False
61,0.9926451558113778,False
62,1.1195728137343028,False
63,1.1364355764456588,False
64,1.1006054346635818,False
65,0.9828244401750243,False
66,0.9423331827455633,False
67,1.4745542936602192,False
68,1.0013340750365993,False
69,1.3492330728422957,False
70,0.7904503283761914,False
71,0.7340303142107737,False
72,1.2960941288073458,False
73,1.4156817850920236,False
74,1.4272065206914384,False
75,0.9132963049033794,False
76,1.0958175866892055,False
77,1.3805032765638878,False
78,1.000066328243723,False
79,1.2427637455059182,False
80,0.6684771490056828,False
81,1.440644068437782,False
82,1.3308786040897165,False
83,0.5773112533955578,False
84,1.296536986173738,False
85,0.8538710388307169,False
86,0.6526325584704111,False
87,0.8045802809964403,False
88,1.096862023730779,False
89,0.9979205556905778,False
90,0.9645967507173225,False
91,0.8473533475027245,False
92,0.8755665561907194,False
93,1.4618969236323787,False
94,0.8746775278882863,False
95,0.8761995002120944,False
96,0.8240098155953361,False
97,0.9580803870130328,False
98,1.0363178242652955,False
99,1.2488851152916112,False
100,0.8810932979290473,False
101,1.002887279798646,False
102,1.4739936467247015,False
103,0.8346472540768008,False
